FACID,NAME,ADDRESS,CITY,COUNTY,ZIP,TYPE,CAPACITY,LATITUDE,LONGITUDE,LOCATION
630011427,Healthy Life Home Health Care,7136 Haskell Ave,Van Nuys,LOS ANGELES,91406,Home Health Agency,0,34.200099,-118.474902,"(34.200099, -118.474902)"
630011428,Prestigious Home Health,1074 Park View Dr,Covina,LOS ANGELES,91724,Home Health Agency,0,34.070096,-117.861261,"(34.070096, -117.861261)"
630011431,City Of Angels Home Health,21707 Hawthorne Blvd,Torrance,LOS ANGELES,90503,Home Health Agency,0,33.830646,-118.352618,"(33.830646, -118.352618)"
630011432,Hospice By The Bay,17 E Sir Francis Drake Blvd,Larkspur,MARIN,94939,Hospice,0,37.945283,-122.512625,"(37.945283, -122.512625)"
630011433,Marin City Health And Wellness Center,630 Drake Ave,Sausalito,MARIN,94965,Community Clinic,0,37.871319,-122.513982,"(37.871319, -122.513982)"
630011436,RN Home Health Care,5627 Sepulveda Blvd,Van Nuys,LOS ANGELES,91411,Home Health Agency,0,34.172791,-118.466203,"(34.172791, -118.466203)"
630011437,Pacific Coast Home Health Services,3807 Wilshire Blvd,Los Angeles,LOS ANGELES,90010,Home Health Agency,0,34.06172,-118.309138,"(34.06172, -118.309138)"
630011439,Brio Home Health Services,14712 Pipeline Ave,Chino Hills,SAN BERNARDINO,91709,Home Health Agency,0,33.985739,-117.715163,"(33.985739, -117.715163)"
630011440,Star ICF/DD-N Wakefield Home,1305 S Courson Dr,Anaheim,ORANGE,92804,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.815432,-118.004205,"(33.815432, -118.004205)"
630011441,Optimal Hospice Care,3375 Scott Blvd,Santa Clara,SANTA CLARA,95054,Hospice,0,37.380611,-121.984561,"(37.380611, -121.984561)"
630011442,Grace Home Health Nursing Services,6101 Cherry Ave,Fontana,SAN BERNARDINO,92336,Home Health Agency,0,34.142244,-117.488293,"(34.142244, -117.488293)"
630011444,San Andreas Community Clinic,1113 Highway 49,San Andreas,CALAVERAS,95249,Community Clinic,0,38.207918,-120.697228,"(38.207918, -120.697228)"
630011445,Tulare Community Health Clinic,737 W Bardsley Ave,Tulare,TULARE,93274,Community Clinic,0,36.196458,-119.35567,"(36.196458, -119.35567)"
630011446,Life Network,185 S Patterson Ave,Santa Barbara,SANTA BARBARA,93111,Free Clinic,0,34.436735,-119.808976,"(34.436735, -119.808976)"
630011450,Optima Home Health Services,2025 Chicago Ave,Riverside,RIVERSIDE,92507,Home Health Agency,0,33.992879,-117.348555,"(33.992879, -117.348555)"
630011455,Angeles Comprehensive Community Clinic,3920 Eagle Rock Blvd,Los Angeles,LOS ANGELES,90065,Community Clinic,0,34.119339,-118.230125,"(34.119339, -118.230125)"
630011461,Fresenius Medical Care - Mission Viejo,23681 Via Linda,Mission Viejo,ORANGE,92691,Chronic Dialysis Clinic,18,33.619466,-117.674789,"(33.619466, -117.674789)"
630011463,Burbank Hospice Care,217 E Alameda Ave,Burbank,LOS ANGELES,91502,Hospice,0,34.17518,-118.299135,"(34.17518, -118.299135)"
630011465,Neighborhood Healthcare - Whester Rd,41840 Enterprise Cir N,Temecula,RIVERSIDE,92590,Community Clinic,0,33.517249,-117.169606,"(33.517249, -117.169606)"
630011467,Procare Home Health Agency,1493 N Montebello Blvd,Montebello,LOS ANGELES,90640,Home Health Agency,0,34.033819,-118.091251,"(34.033819, -118.091251)"
630011468,Supreme Care Home Health,10510 Victory Blvd,North Hollywood,LOS ANGELES,91606,Home Health Agency,0,34.184875,-118.359957,"(34.184875, -118.359957)"
630011469,Prolific Health Care,12631 Imperial Hwy,Santa Fe Springs,LOS ANGELES,90670,Home Health Agency,0,33.917258,-118.06264,"(33.917258, -118.06264)"
630011470,Healing Hands Care,220 N Glenoaks Blvd,Burbank,LOS ANGELES,91502,Hospice,0,34.184406,-118.30784,"(34.184406, -118.30784)"
630011471,Mhiramarc Management Llc Home Health Services,8209 Foothill Blvd,Sunland,LOS ANGELES,91040,Home Health Agency,0,34.259708,-118.311755,"(34.259708, -118.311755)"
630011475,Joyce Eisenberg Keefer Medical Center,7150 Tampa Ave,Reseda,LOS ANGELES,91335,Acute Psychiatric Hospital,249,34.200094,-118.553486,"(34.200094, -118.553486)"
630011477,Pdi Surgery Center,1380 19th Hole Dr,Windsor,SONOMA,95492,Surgical Clinic,0,38.527011,-122.804378,"(38.527011, -122.804378)"
630011481,Stockton Kidney Center,1523 E March Ln,Stockton,SAN JOAQUIN,95210,Chronic Dialysis Clinic,20,38.002422,-121.289588,"(38.002422, -121.289588)"
630011486,Faith & Hope Hospice Care,144 S 1st St,Burbank,LOS ANGELES,91502,Hospice,0,34.179156,-118.309223,"(34.179156, -118.309223)"
630011487,Alliance Home Health Services,415 E Harvard St,Glendale,LOS ANGELES,91205,Home Health Agency,0,34.144495,-118.250589,"(34.144495, -118.250589)"
630011488,Raduga Home Health,702 S Primrose Ave,Monrovia,LOS ANGELES,91016,Home Health Agency,0,34.144657,-118.003054,"(34.144657, -118.003054)"
630011491,Our Lady Of Lourdes Home Health,8560 Vineyard Ave,Rancho Cucamonga,SAN BERNARDINO,91730,Home Health Agency,0,34.098434,-117.61112,"(34.098434, -117.61112)"
630011493,Arbuckle Family Health Center,89 Putnam Way,Arbuckle,COLUSA,95912,Community Clinic,0,39.021213,-122.061914,"(39.021213, -122.061914)"
630011497,Victory Home Health Care,909 S Victory Blvd,Burbank,LOS ANGELES,91502,Home Health Agency,0,34.167354,-118.308755,"(34.167354, -118.308755)"
630011499,Joyce Eisenberg Keefer Medical Center,7150 Tampa Ave,Reseda,LOS ANGELES,91335,Skilled Nursing Facility,239,34.200094,-118.553486,"(34.200094, -118.553486)"
630011500,Hospice By The Bay,190 W Napa St,Sonoma,SONOMA,95476,Hospice,0,38.292239,-122.46077,"(38.292239, -122.46077)"
630011501,Optima Health Care Services,235 E Broadway,Long Beach,LOS ANGELES,90802,Home Health Agency,0,33.769326,-118.189749,"(33.769326, -118.189749)"
630011503,Caress Home Health Providers,22048 Sherman Way,Canoga Park,LOS ANGELES,91303,Home Health Agency,0,34.200991,-118.607763,"(34.200991, -118.607763)"
630011510,Coachella Health Clinic,49-111 Highway 111,Coachella,RIVERSIDE,92236,Community Clinic,0,33.692483,-116.185067,"(33.692483, -116.185067)"
630011514,Samaritan House Free Clinic Of Redwood City,114 5th Ave,Redwood City,SAN MATEO,94063,Free Clinic,0,37.48437,-122.196631,"(37.48437, -122.196631)"
630011515,Alliant Home Healthcare Services,2149 E Garvey Ave N,West Covina,LOS ANGELES,91791,Home Health Agency,0,34.072809,-117.899489,"(34.072809, -117.899489)"
630011516,Blessed Health Care Provider,271 E Workman St,Covina,LOS ANGELES,91723,Home Health Agency,0,34.075341,-117.886804,"(34.075341, -117.886804)"
630011517,Sierra Hospice Care,1063 N Chicago St,Los Angeles,LOS ANGELES,90033,Hospice,0,34.055622,-118.20632,"(34.055622, -118.20632)"
630011519,Los Feliz Home Health,3111 Los Feliz Blvd,Los Angeles,LOS ANGELES,90039,Home Health Agency,0,34.124342,-118.266947,"(34.124342, -118.266947)"
630011522,Caritas Home Health Providers,209 E Alameda Ave,Burbank,LOS ANGELES,91502,Home Health Agency,0,34.174979,-118.299337,"(34.174979, -118.299337)"
630011523,L & L Home Healthcare Services,13505 Yorba Ave,Chino,SAN BERNARDINO,91710,Home Health Agency,0,34.007759,-117.702247,"(34.007759, -117.702247)"
630011524,Procare Hospice Bakersfield,4800 Easton Dr,Bakersfield,KERN,93309,Hospice,0,35.367795,-119.054662,"(35.367795, -119.054662)"
630011525,California Caresource,151 N San Vicente Blvd,Beverly Hills,LOS ANGELES,90211,Hospice,0,34.068358,-118.374893,"(34.068358, -118.374893)"
630011526,Amida Hospice Care,18302 Sierra Hwy,Canyon Country,LOS ANGELES,91351,Hospice,0,34.419439,-118.454119,"(34.419439, -118.454119)"
630011528,Hayden Home,822 Granada Dr,Vista,SAN DIEGO,92083,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,33.207389,-117.270363,"(33.207389, -117.270363)"
630011529,Healing Care Home Health,14545 Victory Blvd,Van Nuys,LOS ANGELES,91411,Home Health Agency,0,34.186689,-118.450002,"(34.186689, -118.450002)"
630011530,Altamedical Medical Group - Senior Buena Care Rugby,6330 Rugby Ave,Huntington Park,LOS ANGELES,90255,Community Clinic,0,33.982712,-118.226496,"(33.982712, -118.226496)"
630011536,Professional Home Health Care,415 E Harvard St,Glendale,LOS ANGELES,91205,Home Health Agency,0,34.144495,-118.250589,"(34.144495, -118.250589)"
630011537,West Elk Grove Dialysis,2208 Kausen Dr,Elk Grove,SACRAMENTO,95758,Chronic Dialysis Clinic,22,38.42838,-121.483056,"(38.42838, -121.483056)"
630011538,Affinity Home Health,5767 Uplander Way,Culver City,LOS ANGELES,90230,Home Health Agency,0,33.985651,-118.385036,"(33.985651, -118.385036)"
630011540,Tulare Community Health Clinic,1186 Leland Ave,Tulare,TULARE,93274,Community Clinic,0,36.230088,-119.327816,"(36.230088, -119.327816)"
630011541,Affinity Health Care Providers,"1551 Colorado Blvd.,  Suite 203",Los Angeles,LOS ANGELES,90041,Home Health Agency,0,34.13956,-118.199829,"(34.13956, -118.199829)"
630011543,Ptl Pediatric Daycare Duo,6407 Corning Ct,Magalia,BUTTE,95954,Pediatric Day Health & Respite Care Facility,6,39.827829,-121.597782,"(39.827829, -121.597782)"
630011544,Tuolumne Me-wuk Health & Wellness Center,22044 Cedar Road,Sonora,TUOLUMNE,95370,Community Clinic,0,37.985391,-120.365774,"(37.985391, -120.365774)"
630011545,Elite Home Health,220 S Kenwood St,Glendale,LOS ANGELES,91205,Home Health Agency,0,34.143563,-118.251311,"(34.143563, -118.251311)"
630011547,Supreme Home Health Services,7334 Topanga Canyon Blvd,Canoga Park,LOS ANGELES,91303,Home Health Agency,0,34.203844,-118.605909,"(34.203844, -118.605909)"
630011548,West Coast Home Heatlh Care,750 E Green St,Pasadena,LOS ANGELES,91101,Home Health Agency,0,34.144499,-118.134809,"(34.144499, -118.134809)"
630011551,Great Endeavors Adult Day Health Care Center - Bascom,1305 N Bascom Ave,San Jose,SANTA CLARA,95128,Adult Day Health Care,0,37.337737,-121.937834,"(37.337737, -121.937834)"
630011553,Wilshire Home Health,3450 Wilshire Blvd,Los Angeles,LOS ANGELES,90010,Home Health Agency,0,34.061733,-118.298941,"(34.061733, -118.298941)"
630011555,Grapevine Home Health Services,8350 Archibald Ave,Rancho Cucamonga,SAN BERNARDINO,91730,Home Health Agency,0,34.102049,-117.5935,"(34.102049, -117.5935)"
630011556,Rinaldi Home Health Care,11565 Laurel Canyon Blvd,San Fernando,LOS ANGELES,91340,Home Health Agency,0,34.280237,-118.454972,"(34.280237, -118.454972)"
630011558,Shirley's ICF/DD-N #5,1182 Duvall Ct,Stockton,SAN JOAQUIN,95210,Intermediate Care Facility/Developmentally Disabled - Nursing,6,38.007238,-121.295755,"(38.007238, -121.295755)"
630011559,Simi Dialysis Center,1407 E Los Angeles Ave,Simi Valley,VENTURA,93065,Chronic Dialysis Clinic,0,34.271821,-118.771366,"(34.271821, -118.771366)"
630011562,Quotidian Home Dialysis Clinic,511 S Harbor Blvd,La Habra,ORANGE,90631,Chronic Dialysis Clinic,1,33.927773,-117.933162,"(33.927773, -117.933162)"
630011564,Westways Healthcare Llc,1811 E Center St,Anaheim,ORANGE,92805,Home Health Agency,0,33.840604,-117.891888,"(33.840604, -117.891888)"
630011565,Simply Secure Home Health Services,9613 Arrow Rte,Rancho Cucamonga,SAN BERNARDINO,91730,Home Health Agency,0,34.099289,-117.59697,"(34.099289, -117.59697)"
630011567,Maxim Healthcare Services,15095 Amargosa Rd,Victorville,SAN BERNARDINO,92394,Home Health Agency,0,34.52482,-117.330296,"(34.52482, -117.330296)"
630011575,Arroyo Vista Family Health Center - Loma Drive,303 Loma Dr,Los Angeles,LOS ANGELES,90017,Community Clinic,0,34.059589,-118.265916,"(34.059589, -118.265916)"
630011578,Golden Valley Health Centers,2101 Tenaya Dr,Modesto,STANISLAUS,95354,Community Clinic,0,37.632448,-120.958991,"(37.632448, -120.958991)"
630011580,Primrose Homehealth,9249 Reseda Blvd,Northridge,LOS ANGELES,91324,Home Health Agency,0,34.238195,-118.536125,"(34.238195, -118.536125)"
630011582,Transitions Home Health,23601 Avalon Blvd,Carson,LOS ANGELES,90745,Home Health Agency,0,33.810844,-118.264122,"(33.810844, -118.264122)"
630011583,Prestigious Health Services,750 Terrado Plz,Covina,LOS ANGELES,91723,Hospice,0,34.075967,-117.889242,"(34.075967, -117.889242)"
630011585,Caremeridian - Mason House,20621 Mayall St,Chatsworth,LOS ANGELES,91311,Congregate Living Health Facility,6,34.25367,-118.582773,"(34.25367, -118.582773)"
630011586,Caremeridian - Victory Home,22524 Victory Blvd,Woodland Hills,LOS ANGELES,91367,Congregate Living Health Facility,6,34.186417,-118.617951,"(34.186417, -118.617951)"
630011592,Community Health Centers Santa Maria III,1414 S Miller St,Santa Maria,SANTA BARBARA,93454,Community Clinic,0,34.937402,-120.431561,"(34.937402, -120.431561)"
630011594,Marin Community Clinic - San Rafael,3110 Kerner Blvd,San Rafael,MARIN,94901,Community Clinic,0,37.957853,-122.500308,"(37.957853, -122.500308)"
630011595,Community Home Health Care Services,1012 E Colorado St,Glendale,LOS ANGELES,91205,Home Health Agency,0,34.142608,-118.242294,"(34.142608, -118.242294)"
630011598,St Philomena Care Homes - I,340 Calle Caballeros,Walnut,LOS ANGELES,91789,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.016122,-117.874982,"(34.016122, -117.874982)"
630011599,St Philomena Care Homes - II,19628 Avenida Del Campo,Walnut,LOS ANGELES,91789,Intermediate Care Facility/Developmentally Disabled - Nursing,6,34.015413,-117.873733,"(34.015413, -117.873733)"
630011601,Carelink Home Health Agency,851 Burlway Rd,Burlingame,SAN MATEO,94010,Home Health Agency,0,37.595316,-122.366421,"(37.595316, -122.366421)"
630011602,Almaden Home ICF/DD-N,225 Almaden Way,San Mateo,SAN MATEO,94403,Intermediate Care Facility/Developmentally Disabled - Nursing,6,37.539529,-122.28898,"(37.539529, -122.28898)"
630011603,ST JOSEPH HEALTH SYSTEMS HOME CARE SERVICES-HOSPICE,1845 W Orangewood Ave,Orange,ORANGE,92868,Hospice,0,33.795589,-117.8723,"(33.795589, -117.8723)"
630011604,American Care Home Health,434 W Colorado St,Glendale,LOS ANGELES,91204,Home Health Agency,0,34.142484,-118.262474,"(34.142484, -118.262474)"
630011605,Neighborhood Home Health Care,1650 E Walnut St,Pasadena,LOS ANGELES,91106,Home Health Agency,0,34.149526,-118.116387,"(34.149526, -118.116387)"
630011610,Premier Healthcare Services,625 The City Dr S,Orange,ORANGE,92868,Home Health Agency,0,33.777818,-117.889189,"(33.777818, -117.889189)"
630011611,Apa Home Health Care Services,12362 Beach Blvd,Stanton,ORANGE,90680,Home Health Agency,0,33.782716,-117.992733,"(33.782716, -117.992733)"
630011613,Pico Aliso Community Clinic,1625 E 4th St,Los Angeles,LOS ANGELES,90033,Community Clinic,0,34.042979,-118.221951,"(34.042979, -118.221951)"
630011614,All For Health Health For All,520 E Broadway,Glendale,LOS ANGELES,91205,Community Clinic,0,34.146316,-118.249217,"(34.146316, -118.249217)"
630011616,Pacifica Health And Medical,2650 Camino Del Rio N,San Diego,SAN DIEGO,92108,Home Health Agency,0,32.772863,-117.134679,"(32.772863, -117.134679)"
630011618,Jubilee Home Health Care,4195 Valley Fair St,Simi Valley,VENTURA,93063,Home Health Agency,0,34.272609,-118.71271,"(34.272609, -118.71271)"
630011620,Cornerhouse Dialysis Center,2005 Naglee Ave,San Jose,SANTA CLARA,95128,Chronic Dialysis Clinic,16,37.327725,-121.932484,"(37.327725, -121.932484)"
630011621,Med Care,12722 Riverside Dr,Valley Village,LOS ANGELES,91607,Home Health Agency,0,34.157598,-118.410299,"(34.157598, -118.410299)"
630011622,Happy Home Health Services,1010 S Baldwin Ave,Arcadia,LOS ANGELES,91007,Home Health Agency,0,34.128462,-118.054711,"(34.128462, -118.054711)"
630011624,San Diego Children's Dental Clinic,8110 Birmingham Way,San Diego,SAN DIEGO,92123,Community Clinic,0,32.796732,-117.152727,"(32.796732, -117.152727)"
630011626,Primecare Plus,2372 Morse Ave,Irvine,ORANGE,92614,Home Health Agency,0,33.681469,-117.8487,"(33.681469, -117.8487)"
630011627,My Friends,2288 Lincoln Ave,San Jose,SANTA CLARA,95125,Pediatric Day Health & Respite Care Facility,2,37.288725,-121.88687,"(37.288725, -121.88687)"
630011630,Vitas Healthcare Corporation Of California - Branch,400 W Ventura Blvd,Camarillo,VENTURA,93010,Hospice,0,34.216841,-119.078719,"(34.216841, -119.078719)"
630011631,Salus Home Health,630 Roosevelt,Irvine,ORANGE,92620,Home Health Agency,0,33.693527,-117.764622,"(33.693527, -117.764622)"
630011633,Companion Home Health Care Corporation,8130 Florence Ave,Downey,LOS ANGELES,90240,Home Health Agency,0,33.952048,-118.127085,"(33.952048, -118.127085)"
630011638,Planned Parenthood - East Los Angeles Center,5068 Whittier Blvd,Los Angeles,LOS ANGELES,90022,Community Clinic,0,34.020978,-118.160094,"(34.020978, -118.160094)"
630011640,Harps Court,5979 Harps Ct,San Diego,SAN DIEGO,92114,Intermediate Care Facility/Developmentally Disabled - Nursing,6,32.700635,-117.068886,"(32.700635, -117.068886)"
630011642,Companion Home Health,4199 Flat Rock Dr,Riverside,RIVERSIDE,92505,Home Health Agency,0,33.903579,-117.492896,"(33.903579, -117.492896)"
630011645,Minoa Way,3080 Minoa Way,San Diego,SAN DIEGO,92139,Intermediate Care Facility/Developmentally Disabled - Nursing,6,32.666437,-117.054287,"(32.666437, -117.054287)"
630011646,Sula Way,2757 Sula Way,San Diego,SAN DIEGO,92139,Intermediate Care Facility/Developmentally Disabled - Nursing,6,32.673818,-117.044927,"(32.673818, -117.044927)"
630011648,Sigma Home Health Care,805 E Broadway,Glendale,LOS ANGELES,91205,Home Health Agency,0,34.146348,-118.245471,"(34.146348, -118.245471)"
630011650,Benefrance Hospice Services,13920 City Center Dr,Chino Hills,SAN BERNARDINO,91709,Hospice,0,34.001182,-117.730255,"(34.001182, -117.730255)"
630011652,Marion Ashley House,16620 Via Vista,Desert Hot Springs,RIVERSIDE,92240,Intermediate Care Facility/Developmentally Disabled - Nursing,6,33.927807,-116.496006,"(33.927807, -116.496006)"
630011656,Brightstar Healthcare-menifee,29737 New Hub Dr,Sun City,RIVERSIDE,92586,Home Health Agency,0,33.687852,-117.17664,"(33.687852, -117.17664)"
630011658,Oakview At University Village,3557 Campus Dr,Thousand Oaks,VENTURA,91360,Skilled Nursing Facility,48,34.22827,-118.881443,"(34.22827, -118.881443)"
630011660,Allied Home Health Corp,9602 Las Tunas Dr,Temple City,LOS ANGELES,91780,Home Health Agency,0,34.106696,-118.060734,"(34.106696, -118.060734)"
630011661,Heavenly Home Health,805 E Broadway,Glendale,LOS ANGELES,91205,Home Health Agency,0,34.146348,-118.245471,"(34.146348, -118.245471)"
630011662,Miracle Life Home Health,2829 N Glenoaks Blvd,Burbank,LOS ANGELES,91504,Home Health Agency,0,34.203493,-118.334955,"(34.203493, -118.334955)"
630011663,Mother Of Love Home Health Providers,13417 1/2 Pumice St,Norwalk,LOS ANGELES,90650,Home Health Agency,0,33.89762,-118.045804,"(33.89762, -118.045804)"
630011665,Get Well Home Health,4502 Dyer St,La Crescenta,LOS ANGELES,91214,Home Health Agency,0,34.225198,-118.240974,"(34.225198, -118.240974)"
630011666,Metropolitan Healthcare,4929 Wilshire Blvd,Los Angeles,LOS ANGELES,90010,Home Health Agency,0,34.062134,-118.337952,"(34.062134, -118.337952)"
630011667,Apec Home Health Care,7220 Rosemead Blvd,San Gabriel,LOS ANGELES,91775,Home Health Agency,0,34.128442,-118.073057,"(34.128442, -118.073057)"
630011669,Elegance Healthcare,11026 Victory Blvd,North Hollywood,LOS ANGELES,91606,Home Health Agency,0,34.186659,-118.371057,"(34.186659, -118.371057)"
630011670,Option One Home Care,10120 Canoga Ave,Chatsworth,LOS ANGELES,91311,Home Health Agency,0,34.254188,-118.597274,"(34.254188, -118.597274)"
630011672,Save A Life Wellness Center,2580 San Pablo Ave,Oakland,ALAMEDA,94612,Community Clinic,0,37.816824,-122.275191,"(37.816824, -122.275191)"
630011677,Shoreview ICF  -ddh,2012 Shoreview Ave,San Mateo,SAN MATEO,94401,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,37.570801,-122.298439,"(37.570801, -122.298439)"
630011678,Greenfields IV ICF/DD-N,101 Hawkesbury Way,Vallejo,SOLANO,94591,Intermediate Care Facility/Developmentally Disabled - Nursing,6,38.1171,-122.20171,"(38.1171, -122.20171)"
630011683,Kaiser Foundation Hospital - Modesto,4601 Dale Rd,Modesto,STANISLAUS,95356,General Acute Care Hospital,140,37.705258,-121.050197,"(37.705258, -121.050197)"
630011684,Neighborhood Healthcare - Grand Ave,1001 E Grand Ave,Escondido,SAN DIEGO,92025,Community Clinic,0,33.12636,-117.068202,"(33.12636, -117.068202)"
630011686,Wise And Healthy Aging,1527 4th St,Santa Monica,LOS ANGELES,90401,Community Clinic,0,34.014588,-118.49298,"(34.014588, -118.49298)"
630011690,Carmel Home Health Services,5266 Hollister Ave,Santa Barbara,SANTA BARBARA,93111,Home Health Agency,0,34.435045,-119.807173,"(34.435045, -119.807173)"
630011693,Hospice Partners Of The Central Coast,106 Gateway Center Dr,Paso Robles,SAN LUIS OBISPO,93446,Hospice,0,35.614768,-120.691706,"(35.614768, -120.691706)"
630011694,Canyon Springs Dialysis,22555 Alessandro Blvd,Moreno Valley,RIVERSIDE,92553,Chronic Dialysis Clinic,32,33.916921,-117.269633,"(33.916921, -117.269633)"
630011698,Sun Valley Health Center,7223 Fair Ave,Sun Valley,LOS ANGELES,91352,Community Clinic,0,34.201897,-118.374709,"(34.201897, -118.374709)"
630011699,The Center For Life Choices,425 S Orchard Ave,Ukiah,MENDOCINO,95482,Free Clinic,0,39.148356,-123.198872,"(39.148356, -123.198872)"
630011700,Baart Community Healthcare - E Street Clinic,1235 E St,Fresno,FRESNO,93706,Community Clinic,0,36.73269,-119.799255,"(36.73269, -119.799255)"
630011705,Carabello Dialysis Center,757 E Washington Blvd,Los Angeles,LOS ANGELES,90021,Chronic Dialysis Clinic,25,34.026962,-118.255602,"(34.026962, -118.255602)"
630011710,Odyssey Hospice,17290 Jasmine St,Victorville,SAN BERNARDINO,92395,Hospice,0,34.47497,-117.285719,"(34.47497, -117.285719)"
630011711,Martin Luther King  Jr - Ambulatory Surgery Center,12021 Wilmington Ave,Los Angeles,LOS ANGELES,90059,Surgical Clinic,0,33.923582,-118.239167,"(33.923582, -118.239167)"
630011712,Vitas Healthcare Corporation Of California,35325 Date Palm Dr,Cathedral City,RIVERSIDE,92234,Hospice,0,33.791456,-116.458118,"(33.791456, -116.458118)"
630011713,Baywood Court Health Center,21966 Dolores St,Castro Valley,ALAMEDA,94546,Skilled Nursing Facility,56,37.684937,-122.07903,"(37.684937, -122.07903)"
630011714,Alpha Pregnancy Resource Center,138 S Orchard Ave,Vacaville,SOLANO,95688,Community Clinic,0,38.357819,-122.004736,"(38.357819, -122.004736)"
630011718,Baart Community Healthcar - Van Ness Clinic,539 N Van Ness Ave,Fresno,FRESNO,93728,Community Clinic,0,36.751215,-119.798943,"(36.751215, -119.798943)"
630011721,H Street Clinic,1329 N H St,San Bernardino,SAN BERNARDINO,92405,Community Clinic,0,34.124016,-117.30087,"(34.124016, -117.30087)"
630011722,Order Of Malta - Oakland Clinic,2121 Harrison St,Oakland,ALAMEDA,94612,Free Clinic,0,37.810105,-122.262759,"(37.810105, -122.262759)"
630011724,On Lok Senior Health Services - San Jose Center,299 Stockton Ave,San Jose,SANTA CLARA,95126,Community Clinic,0,37.333608,-121.905774,"(37.333608, -121.905774)"
630011726,On Lok Senior Health Services - San Jose Center,299 Stockton Ave,San Jose,SANTA CLARA,95126,Adult Day Health Care,0,37.333608,-121.905774,"(37.333608, -121.905774)"
630011728,Health Care Professional,4263 Tierra Rejada Rd,Moorpark,VENTURA,93021,Home Health Agency,0,34.26521,-118.889489,"(34.26521, -118.889489)"
630011732,RAI - Goldenwest - Westminster,15330 Goldenwest St,Westminster,ORANGE,92683,Chronic Dialysis Clinic,24,33.739565,-118.006818,"(33.739565, -118.006818)"
630011734,Professional Healthcare At Home - Vacaville Branch,190 S Orchard Ave,Vacaville,SOLANO,95688,Home Health Agency,0,38.358841,-122.0048,"(38.358841, -122.0048)"
630011735,Ontario Dialysis Center,1001 W 6th St,Ontario,SAN BERNARDINO,91762,Chronic Dialysis Clinic,32,34.085154,-117.668276,"(34.085154, -117.668276)"
630011736,Central Coast Home Health,253 Granada Dr,San Luis Obispo,SAN LUIS OBISPO,93401,Home Health Agency,0,35.251099,-120.666909,"(35.251099, -120.666909)"
630011738,Altamedical El Monte Adult Day Healthcare,10418 Valley Blvd,El Monte,LOS ANGELES,91731,Adult Day Health Care,0,34.076496,-118.04581,"(34.076496, -118.04581)"
630011739,Nova Home Health,1551 W 13th St,Upland,SAN BERNARDINO,91786,Home Health Agency,0,34.110547,-117.679743,"(34.110547, -117.679743)"
630011742,Altamedical Medical Group - Santa Ana Central,2720 S Bristol St,Santa Ana,ORANGE,92704,Community Clinic,0,33.710136,-117.885453,"(33.710136, -117.885453)"
630011743,Community Health Centers Mobile Dental,1551 Bishop St,San Luis Obispo,SAN LUIS OBISPO,93401,Community Clinic,0,35.274368,-120.646083,"(35.274368, -120.646083)"
630011744,Scoville Villa,1244 Scoville Ave,Pomona,LOS ANGELES,91767,Intermediate Care Facility/Developmentally Disabled - Habilitative,6,34.079031,-117.725922,"(34.079031, -117.725922)"
630011745,Kaiser Foundation Hospital - Orange County - Irvine,6640 Alton Pkwy,Irvine,ORANGE,92618,General Acute Care Hospital,174,33.65958,-117.774487,"(33.65958, -117.774487)"
630011746,Garland Community Health Center,3727 N 1st St,Fresno,FRESNO,93726,Community Clinic,0,36.785568,-119.772734,"(36.785568, -119.772734)"
630011747,North County Health Services - Grand Avenue Family Medicine,727 W San Marcos Blvd,San Marcos,SAN DIEGO,92078,Community Clinic,0,33.136768,-117.180019,"(33.136768, -117.180019)"
630011752,Altamedical Downey Adult Day Healthcare,12130 Paramount Blvd,Downey,LOS ANGELES,90242,Adult Day Health Care,0,33.930927,-118.146704,"(33.930927, -118.146704)"
630011753,Joy Of Dixon Dialysis Center,1640 N Lincoln St,Dixon,SOLANO,95620,Chronic Dialysis Clinic,12,38.462535,-121.835982,"(38.462535, -121.835982)"
630011754,Odyssey Hospice,6140 Stoneridge Mall Rd,Pleasanton,ALAMEDA,94588,Hospice,0,37.696617,-121.925867,"(37.696617, -121.925867)"
630011756,24-7 Home Care,13800 Arizona St,Westminster,ORANGE,92683,Home Health Agency,0,33.761473,-117.995336,"(33.761473, -117.995336)"
630011757,Atrium Home Health,1901 E Lambert Rd,La Habra,ORANGE,90631,Home Health Agency,0,33.924717,-117.925296,"(33.924717, -117.925296)"
630011758,Generations Home Health,539 N Fairview St,Santa Ana,ORANGE,92703,Home Health Agency,0,33.749338,-117.904354,"(33.749338, -117.904354)"
630011759,St Rose Of Lima Healthcare Provider,18200 Yorba Linda Blvd,Yorba Linda,ORANGE,92886,Home Health Agency,0,33.888445,-117.815697,"(33.888445, -117.815697)"
630011760,Premier Healthcare Services,1450 Frazee Rd,San Diego,SAN DIEGO,92108,Home Health Agency,0,32.773459,-117.158438,"(32.773459, -117.158438)"
630011763,Paradise Hospice,1864 E Washington Blvd,Pasadena,LOS ANGELES,91104,Hospice,0,34.169111,-118.112031,"(34.169111, -118.112031)"
